cid,name,atc,smiles_raw,smiles_sanitized,ts
100003355,flecainide,C01BC04,CCOC(=O)C1([C@H]([C@@H]1S(=O)(=O)CC)C2=CC=C(C=C2)OC)C(=O)OCC,CCOC(=O)C1(C(=O)OCC)C(c2ccc(OC)cc2)C1S(=O)(=O)CC,1762199892
100003363,FdUrd,,CC(=O)NC1=C2C=CN(C2=CC=C1)CC(=O)N3CCCC[C@H]3C4=CN=CC=C4,CC(=O)Nc1cccc2c1ccn2CC(=O)N1CCCCC1c1cccnc1,1762199893
100003364,flucloxacillin,J01CF05,CC1=C(C=C(C=C1)[C@@H](C)NC(=O)CCSC2=CC=CC=C2)C,Cc1ccc(C(C)NC(=O)CCSc2ccccc2)cc1C,1762199893
100003365,fluconazole,D01AC15,CCOC(=O)[C@@]1([C@@H]([C@@H]1S(=O)(=O)CC)C2=CC=C(C=C2)OC)CN,CCOC(=O)C1(CN)C(c2ccc(OC)cc2)C1S(=O)(=O)CC,1762199894
100003366,5-fluorocytosine,D01AE21,CC1=C(C=C(C=C1)[C@H](C)NC(=O)CCSC2=CC=CC=C2)C,Cc1ccc(C(C)NC(=O)CCSc2ccccc2)cc1C,1762199895
100003367,fludarabine,L01BB05,CC1=CC2=C([C@@H](CC(=O)O2)C3=CC4=C(C=C3)OCCO4)C(=O)N1CCC5=CC=C(C=C5)O,Cc1cc2c(c(=O)n1CCc1ccc(O)cc1)C(c1ccc3c(c1)OCCO3)CC(=O)O2,1762199895
100003368,FAMP,,CCOC(=O)[C@]1([C@H]([C@@H]1S(=O)(=O)CC)C2=CC=C(C=C2)OC)CN,CCOC(=O)C1(CN)C(c2ccc(OC)cc2)C1S(=O)(=O)CC,1762199896
100003370,fludrocortisone,,CC[C@H](C1=CC(=C(C=C1)C)C)NC(=O)CCSC2=CC=CC=C2,CCC(NC(=O)CCSc1ccccc1)c1ccc(C)c(C)c1,1762199897
100003372,fluphenazine,N05AB02,CCOC(=O)[C@@]1([C@H]([C@@H]1S(=O)(=O)CC)C2=CC=C(C=C2)OC)CN,CCOC(=O)C1(CN)C(c2ccc(OC)cc2)C1S(=O)(=O)CC,1762199898
100003373,flumazenil,V03AB25,CN(CCC[C@H]1CCCO1)C(=O)CC2=CN=CC=C2,CN(CCCC1CCCO1)C(=O)Cc1cccnc1,1762199898
100003375,flumethasone,D07AB03,CCOC(=O)[C@]1([C@@H]([C@@H]1S(=O)(=O)CC)C2=CC=C(C=C2)OC)N,CCOC(=O)C1(N)C(c2ccc(OC)cc2)C1S(=O)(=O)CC,1762199899
100003379,flunisolide,R01AD04,CCOC(=O)[C@]1([C@H]([C@@H]1S(=O)(=O)CC)C2=CC=C(C=C2)OC)N,CCOC(=O)C1(N)C(c2ccc(OC)cc2)C1S(=O)(=O)CC,1762199899
100003380,flunitrazepam,N05CD03,C1CC1[C@@H](C2=NN3CCN(CC3=C2)C(=O)C4=CC(=CC=C4)OC(F)F)O,O=C(c1cccc(OC(F)F)c1)N1CCn2nc(C(O)C3CC3)cc2C1,1762199900
100003381,fluocinolone,C05AA10,CN1CCN(CC1)CC2=C(C=CC3=C2C(=CO3)C(=O)C4=CC(=C(C=C4)OC)OC)O,COc1ccc(C(=O)c2coc3ccc(O)c(CN4CCN(C)CC4)c23)cc1OC,1762199900
100003382,fluocinonide,C05AA11,CCOC(=O)[C@@]1([C@H]([C@@H]1S(=O)(=O)CC)C2=CC=C(C=C2)OC)N,CCOC(=O)C1(N)C(c2ccc(OC)cc2)C1S(=O)(=O)CC,1762199901
100003384,fluorometholone,C05AA06,C1CCN2CCC[C@H]([C@H]2C1)CSC3=NC=C(C=C3)NC(=O)C4=CC=C(C=C4)Cl,O=C(Nc1ccc(SCC2CCCN3CCCCC23)nc1)c1ccc(Cl)cc1,1762199901
100003385,5-FU,L01BC02,CCS(=O)(=O)[C@@H]1[C@H](C1(CN)CN)C2=CC=C(C=C2)OC,CCS(=O)(=O)C1C(c2ccc(OC)cc2)C1(CN)CN,1762199902
100003386,fluoxetine,N06AB03,CC1=NC(=NC=C1C(=O)N2CC[C@@H]2C3=CC=C(C=C3)F)N,Cc1nc(N)ncc1C(=O)N1CCC1c1ccc(F)cc1,1762199903
100003387,fluoxymesterone,G03BA01,CC1=NC(=NC=C1C(=O)N2CC[C@H]2C3=CC=C(C=C3)F)N,Cc1nc(N)ncc1C(=O)N1CCC1c1ccc(F)cc1,1762199903
100003388,fluphenazine,,CC(C)(C(=O)N1C[C@@H]2C[C@H](C1)C3=CC=CC(=O)N3C2)OC4=CC=C(C=C4)[C@@H]5CC5(Cl)Cl,CC(C)(Oc1ccc(C2CC2(Cl)Cl)cc1)C(=O)N1CC2CC(C1)c1cccc(=O)n1C2,1762199904
100003392,flurandrenolone,D07AC07,CCS(=O)(=O)[C@H]1[C@@H](C1(CN)CN)C2=CC=C(C=C2)OC,CCS(=O)(=O)C1C(c2ccc(OC)cc2)C1(CN)CN,1762199904
100003393,flurazepam,N05CD01,CC[C@@H](C1=CC(=C(C=C1)C)C)NC(=O)CCSC2=CC=CC=C2,CCC(NC(=O)CCSc1ccccc1)c1ccc(C)c(C)c1,1762199905
100003394,flurbiprofen,M01AE09,C1[C@H]2CN(C[C@@H]1C3=CC=CC(=O)N3C2)C(=O)[C@H]4CC(=O)N(C4)CC5=CC=CC=C5,O=C1CC(C(=O)N2CC3CC(C2)c2cccc(=O)n2C3)CN1Cc1ccccc1,1762199906
100003397,flutamide,L02BB01,C1[C@H]2CN(C[C@@H]1C3=CC=CC(=O)N3C2)C(=O)[C@@H]4CC(=O)N(C4)CC5=CC=CC=C5,O=C1CC(C(=O)N2CC3CC(C2)c2cccc(=O)n2C3)CN1Cc1ccccc1,1762199906
100003399,fluticasone,,CC[C@@H](C1=C(C=C(C=C1)C)C)NC(=O)CCSC2=CC=CC=C2,CCC(NC(=O)CCSc1ccccc1)c1ccc(C)cc1C,1762199907
100003403,fluvastatin,C10AA04,CCS(=O)(=O)[C@H]1[C@@H]([C@@]1(CN)CO)C2=CC=C(C=C2)OC,CCS(=O)(=O)C1C(c2ccc(OC)cc2)C1(CN)CO,1762199907
100003404,fluvoxamine,N06AB08,CC1=CC2=C([C@@H](CC(=O)O2)C3=COC4=C(C3=O)C=C(C=C4)Cl)C(=O)N1CCC5=CC=C(C=C5)O,Cc1cc2c(c(=O)n1CCc1ccc(O)cc1)C(c1coc3ccc(Cl)cc3c1=O)CC(=O)O2,1762199908
100003405,folate,B03BB01,CC1=CC(=C(C=C1)C)CC(=O)N[C@@H](C2=CN=CC=C2)C(C)C,Cc1ccc(C)c(CC(=O)NC(c2cccnc2)C(C)C)c1,1762199908
100003406,4-methylpyrazole,V03AB34,CC[C@@H](C1=CC(=C(C=C1)OC)OC)NC(=O)CCSC2=CC=CC=C2,CCC(NC(=O)CCSc1ccccc1)c1ccc(OC)c(OC)c1,1762199909
100003410,formoterol,R03AC13,CC[C@H](C1=CC=C(C=C1)S(=O)(=O)C)NC(=O)CCSC2=CC=CC=C2,CCC(NC(=O)CCSc1ccccc1)c1ccc(S(C)(=O)=O)cc1,1762199909
100003414,foscarnet,J05AD01,CCS(=O)(=O)[C@@H]1[C@@H]([C@@]1(CN)C(=O)O)C2=CC=C(C=C2)OC,CCS(=O)(=O)C1C(c2ccc(OC)cc2)C1(CN)C(=O)O,1762199910
100003417,fosfomycin,J01XX01,CC1=CC(=CC=C1)C2=NOC(=N2)CNC(=O)CCSC3=CC=CC=C3,Cc1cccc(-c2noc(CNC(=O)CCSc3ccccc3)n2)c1,1762199910
100003419,fosinopril,C09AA09,CCS(=O)(=O)[C@@H]1[C@H]([C@]1(CN)N)C2=CC=C(C=C2)OC,CCS(=O)(=O)C1C(c2ccc(OC)cc2)C1(N)CN,1762199911
100003425,Romidepsin,L01XX39,CCS(=O)(=O)[C@@H]1[C@@H]([C@]1(CN)N)C2=CC=C(C=C2)OC,CCS(=O)(=O)C1C(c2ccc(OC)cc2)C1(N)CN,1762199911
100003440,furosemide,C03CA01,CC(C)C1=NN=C(S1)N2CCN3C(=CC(=N3)[C@H](C4=NC=CN4C)O)C2,CC(C)c1nnc(N2CCn3nc(C(O)c4nccn4C)cc3C2)s1,1762199912
100003443,fusidic,D06AX01,CC1=CC=C(C=C1)C2=NOC(=N2)CN(C)C(=O)CCSC3=CC=CC=C3,Cc1ccc(-c2noc(CN(C)C(=O)CCSc3ccccc3)n2)cc1,1762199913
100003446,gabapentin,N03AX12,COC1=CC=C(C=C1)N2C[C@@H](CC2=O)C(=O)N3CCCC[C@H]3C4=CN=CC=C4,COc1ccc(N2CC(C(=O)N3CCCCC3c3cccnc3)CC2=O)cc1,1762199913
100003449,galantamine,N06DA04,COC1=CC=C(C=C1)N2C[C@H](CC2=O)C(=O)N3CCCC[C@H]3C4=CN=CC=C4,COc1ccc(N2CC(C(=O)N3CCCCC3c3cccnc3)CC2=O)cc1,1762199914
100003454,ganciclovir,J05AB06,CCOC[C@]1([C@@H]([C@@H]1S(=O)(=O)CC)C2=CC=C(C=C2)OC)CN,CCOCC1(CN)C(c2ccc(OC)cc2)C1S(=O)(=O)CC,1762199915
100003461,gemcitabine,L01BC05,CCOC[C@@]1([C@H]([C@@H]1S(=O)(=O)CC)C2=CC=C(C=C2)OC)CN,CCOCC1(CN)C(c2ccc(OC)cc2)C1S(=O)(=O)CC,1762199915
100003462,gemeprost,G02AD03,C[C@H](C1=NN=C(S1)N)NC(=O)CC2=CC=CC=C2C(F)(F)F,CC(NC(=O)Cc1ccccc1C(F)(F)F)c1nnc(N)s1,1762199916
100003463,gemfibrozil,C10AB04,COC1=CC(=CC2=C1OCCO2)[C@@H]3CC(=O)OC4=C3C5=C(C=C4)C(=O)CC6(O5)CCCCC6,COc1cc(C2CC(=O)Oc3ccc4c(c32)OC2(CCCCC2)CC4=O)cc2c1OCCO2,1762199916
100003467,gentamicin,D06AX07,COC1=CC(=CC2=C1OCCO2)[C@H]3CC(=O)OC4=C3C5=C(C=C4)C(=O)CC6(O5)CCCCC6,COc1cc(C2CC(=O)Oc3ccc4c(c32)OC2(CCCCC2)CC4=O)cc2c1OCCO2,1762199917
100003475,gliclazide,A10BB09,CN1C=CC=C1/C=C/2\C(=O)C3=C(O2)C=C(C=C3)OCC(=O)C4=C(C=CC(=C4)OC)OC,COc1ccc(OC)c(C(=O)COc2ccc3c(c2)OC(=Cc2cccn2C)C3=O)c1,1762199918
100003476,glimepiride,A10BB12,CCS(=O)(=O)[C@H]1[C@@H]([C@@H]1C2=CC=C(C=C2)OC)CN,CCS(=O)(=O)C1C(CN)C1c1ccc(OC)cc1,1762199918
100003478,glipizide,A10BB07,C1[C@H]2CN(C[C@@H]1C3=CC=CC(=O)N3C2)C(=O)CN4CC5=CC=CC=C5C4=O,O=C(CN1Cc2ccccc2C1=O)N1CC2CC(C1)c1cccc(=O)n1C2,1762199919
100003488,glibenclamide,A10BB01,CN1C=C(C=N1)[C@@H](C2CC(C2)O)NC(=O)CCC3=CSC=C3,Cn1cc(C(NC(=O)CCc2ccsc2)C2CC(O)C2)cn1,1762199919
100003494,glycopyrrolate,A03AB02,CCS(=O)(=O)[C@H]1[C@H]([C@@]1(CO)C(=O)O)C2=CC=C(C=C2)OC,CCS(=O)(=O)C1C(c2ccc(OC)cc2)C1(CO)C(=O)O,1762199920
100003510,granisetron,A04AA02,CCS(=O)(=O)[C@@H]1[C@@H]([C@]1(CO)N)C2=CC=C(C=C2)OC,CCS(=O)(=O)C1C(c2ccc(OC)cc2)C1(N)CO,1762199920
100003512,griseofulvin,D01AA08,CCS(=O)(=O)[C@H]1[C@@H]([C@]1(CO)N)C2=CC=C(C=C2)OC,CCS(=O)(=O)C1C(c2ccc(OC)cc2)C1(N)CO,1762199921
100003516,guaifenesin,R05CA03,CCS(=O)(=O)[C@@H]1[C@H]([C@@H]1C2=CC=C(C=C2)OC)CO,CCS(=O)(=O)C1C(CO)C1c1ccc(OC)cc1,1762199922
100003517,icodextrin,,COC1=CC=C(C=C1)CCCNC(=O)CCSC2=CC=C(C=C2)Cl,COc1ccc(CCCNC(=O)CCSc2ccc(Cl)cc2)cc1,1762199922
100003519,guanfacine,C02AC02,CCN1C=C(C=N1)S(=O)(=O)N[C@H](C2CC(C2)O)C3=CC4=C(C=C3)OCC4,CCn1cc(S(=O)(=O)NC(c2ccc3c(c2)CCO3)C2CC(O)C2)cn1,1762199923
100003520,guanidinium,,CC1=CC2=C(C=C1)NC(=O)C(=C2)[C@@H]3CC(=O)OC4=C3C(=O)N(C(=C4)C)CCC5=CC=C(C=C5)O,Cc1ccc2[nH]c(=O)c(C3CC(=O)Oc4cc(C)n(CCc5ccc(O)cc5)c(=O)c43)cc2c1,1762199923
100003553,halcinonide,D07AD02,CCOC1=CC=C(C=C1)CCCNC(=O)CCSC2=CC=C(C=C2)Cl,CCOc1ccc(CCCNC(=O)CCSc2ccc(Cl)cc2)cc1,1762199924
100003559,haloperidol,N05AD01,CCC1=NC=CN1CCC(=O)N[C@H](C2CC(C2)O)C3=CC=CC=N3,CCc1nccn1CCC(=O)NC(c1ccccn1)C1CC(O)C1,1762199925
100003598,hexachlorophene,D08AE01,CC1=CC(=O)OC2=C3[C@@H](CC(=O)OC3=C(C(=C12)O)C(=O)C)C4=CC(=C(C=C4)OC)O,COc1ccc(C2CC(=O)Oc3c(C(C)=O)c(O)c4c(C)cc(=O)oc4c32)cc1O,1762199926
100003623,homatropine,S01FA05,CC1=C(C=CC(=C1)C(=O)N(C)[C@@H](C)C2=NC=NC=C2)Cl,Cc1cc(C(=O)N(C)C(C)c2ccncn2)ccc1Cl,1762199926
100003636,Buscopan,A03BB01,CN1C=CC=C1CNC(=O)C2=CC=CC=C2NC(=O)N3C[C@@H]4C[C@H](C3)C5=CC=CC(=O)N5C4,Cn1cccc1CNC(=O)c1ccccc1NC(=O)N1CC2CC(C1)c1cccc(=O)n1C2,1762199927
100003637,hydralazine,C02DB02,CCOC[C@]1([C@@H]([C@@H]1S(=O)(=O)CC)C2=CC=C(C=C2)OC)C(=S)N,CCOCC1(C(N)=S)C(c2ccc(OC)cc2)C1S(=O)(=O)CC,1762199927
100003639,hydrochlorothiazide,C03AA03,COC1=C(C=C(C=C1)[C@H](C2CC(C2)O)NC3=C(C=CC=N3)C(=O)N)F,COc1ccc(C(Nc2ncccc2C(N)=O)C2CC(O)C2)cc1F,1762199928
100003640,cortisol,A01AC03,COC(=O)C[C@H](C1=CC2=C(C(=C1)Cl)OCO2)C3=C(C(=CNC3=O)C(=O)OC)O,COC(=O)CC(c1cc(Cl)c2c(c1)OCO2)c1c(O)c(C(=O)OC)c[nH]c1=O,1762199929
100003642,hydrocortisone,D07AB02,COC1=C(C=C(C=C1)[C@@H](C2CC(C2)O)NC3=C(C=CC=N3)C(=O)N)F,COc1ccc(C(Nc2ncccc2C(N)=O)C2CC(O)C2)cc1F,1762199929
100003647,hydroflumethiazide,C03AA02,CC(C)C1=CC=C(C=C1)N2C(=O)[C@@H](NC2=O)CC(=O)N3CCC4=CC(=C(C=C4C3)OC)OC,COc1cc2c(cc1OC)CN(C(=O)CC1NC(=O)N(c3ccc(C(C)C)cc3)C1=O)CC2,1762199930
100003648,hydromorphone,N02AA03,CCS(=O)(=O)[C@H]1[C@H]([C@H]1C(=S)N)C2=CC=C(C=C2)OC,CCS(=O)(=O)C1C(C(N)=S)C1c1ccc(OC)cc1,1762199930
100003652,hydroxychloroquine,P01BA02,COC1=CC(=C(C=C1/C=C/2\C(=O)C3=C(O2)C4=C(C=C3)OC(=O)C[C@H]4C5=CC6=C(C=C5)OCO6)OC)OC,COc1cc(OC)c(OC)cc1C=C1Oc2c(ccc3c2C(c2ccc4c(c2)OCO4)CC(=O)O3)C1=O,1762199931
100003657,hydroxyurea,L01XX05,CC1=CC(=CC=C1)C2=NOC(=N2)CNC(=O)CCSC3=CC=C(C=C3)Cl,Cc1cccc(-c2noc(CNC(=O)CCSc3ccc(Cl)cc3)n2)c1,1762199932
100003658,hydroxyzine,N05BB01,CCS(=O)(=O)[C@@H]1[C@H]([C@@H]1C(=S)N)C2=CC=C(C=C2)OC,CCS(=O)(=O)C1C(C(N)=S)C1c1ccc(OC)cc1,1762199932
100003661,atropine,A03BA01,CC1=C(C(=NN1CC(=O)N[C@H](C2=CC=CC=C2)C3=NC=CN3C)C)C(=O)C,CC(=O)c1c(C)nn(CC(=O)NC(c2ccccc2)c2nccn2C)c1C,1762199933
100003672,ibuprofen,C01EB16,CN(C)C(=O)C[C@H](C1=NN2CCN(CC2=C1)C(=O)CN3CCCCCC3)O,CN(C)C(=O)CC(O)c1cc2n(n1)CCN(C(=O)CN1CCCCCC1)C2,1762199933
100003675,phenelzine,N06AF03,COC1=CC=C(C=C1)[C@@H]2[C@@H](C2(C#N)C#N)S(=O)(=O)C3=CC=CC=C3,COc1ccc(C2C(S(=O)(=O)c3ccccc3)C2(C#N)C#N)cc1,1762199934
100003676,lidocaine,C01BB01,CN(C)C(=O)C[C@@H](C1=NN2CCN(CC2=C1)C(=O)CN3CCCCCC3)O,CN(C)C(=O)CC(O)c1cc2n(n1)CCN(C(=O)CN1CCCCCC1)C2,1762199935
100003685,idarubicin,L01DB06,CN(CC1=NC(=NO1)C2=CC=CC=C2)C(=O)CCSC3=CC=C(C=C3)Cl,CN(Cc1nc(-c2ccccc2)no1)C(=O)CCSc1ccc(Cl)cc1,1762199936
100003687,IdUrd,D06BB01,COC1=C(C=C(C=C1)C(=O)C2=COC3=C2C(=C(C=C3)O)CN4CCCCCC4)OC,COc1ccc(C(=O)c2coc3ccc(O)c(CN4CCCCCC4)c23)cc1OC,1762199936
100003690,ifosfamide,L01AA06,COC[C@H](C1=CC=CC=N1)NC(=O)C2=CN=C(C=C2)N,COCC(NC(=O)c1ccc(N)nc1)c1ccccn1,1762199937
100003696,imipramine,N06AA02,COC1=CC=C(C=C1)[C@H]2[C@H]([C@@]2(C=O)C#N)S(=O)(=O)C3=CC=CC=C3,COc1ccc(C2C(S(=O)(=O)c3ccccc3)C2(C#N)C=O)cc1,1762199937
100003702,indapamide,C03BA11,CCOC(=O)[C@@]1([C@@H]([C@@H]1S(=O)(=O)C2=CC=CC=C2)C3=CC=C(C=C3)OC)C#N,CCOC(=O)C1(C#N)C(c2ccc(OC)cc2)C1S(=O)(=O)c1ccccc1,1762199938
100003706,indinavir,J05AE02,CN(CC1=NC(=NO1)C2=CC=C(C=C2)Cl)C(=O)CCSC3=CC=C(C=C3)Cl,CN(Cc1nc(-c2ccc(Cl)cc2)no1)C(=O)CCSc1ccc(Cl)cc1,1762199939
100003715,indomethacin,C01EB03,C1COC[C@@H]1CCCNC(=O)C2=CC=CC=C2C#N,N#Cc1ccccc1C(=O)NCCCC1CCOC1,1762199939
100003724,iodixanol,V08AB09,CC(C)OC1=CC=CC=C1[C@@H]2CC(=O)OC3=C2C4=C(C=C3)C(=O)/C(=C/C5=C(C(=CC=C5)OC)OC)/O4,COc1cccc(C=C2Oc3c(ccc4c3C(c3ccccc3OC(C)C)CC(=O)O4)C2=O)c1OC,1762199940
100003730,iohexol,V08AB02,COC1=CC=C(C=C1)[C@@H]2[C@H]([C@@]2(C#N)C(=O)O)S(=O)(=O)C3=CC=CC=C3,COc1ccc(C2C(S(=O)(=O)c3ccccc3)C2(C#N)C(=O)O)cc1,1762199940
100003734,iopamidol,V08AB04,CC1=CC(=O)OC2=C3[C@H](CC(=O)OC3=C(C(=C12)O)C(=O)C)C4=CC=C(C=C4)C(=O)OC,COC(=O)c1ccc(C2CC(=O)Oc3c(C(C)=O)c(O)c4c(C)cc(=O)oc4c32)cc1,1762199941
100003736,iopromide,V08AB05,CC1=CC(=C(C=C1)C)[C@@H](C)NC(=O)C2=CC=C(C=C2)[C@@H]3N(C(=O)CS3)CC4=CC=CC=C4,Cc1ccc(C)c(C(C)NC(=O)c2ccc(C3SCC(=O)N3Cc3ccccc3)cc2)c1,1762199941
100003737,sodium,V08AA04,COC1=CC=C(C=C1)[C@@H]2[C@@H]([C@]2(C#N)N)S(=O)(=O)C3=CC=CC=C3,COc1ccc(C2C(S(=O)(=O)c3ccccc3)C2(N)C#N)cc1,1762199942
100003738,iotrolan,V08AB06,COC1=C(C=C(C=C1)[C@@H]2CC(=O)OC3=C2C4=C(C=C3)C(=O)CC5(O4)CCCCC5)OCC(=O)N,COc1ccc(C2CC(=O)Oc3ccc4c(c32)OC2(CCCCC2)CC4=O)cc1OCC(N)=O,1762199943
100003739,iodipamide,V08AC04,CC1=CC(=C(C=C1)C)[C@H](C)NC(=O)C2=CC=C(C=C2)[C@@H]3N(C(=O)CS3)CC4=CC=CC=C4,Cc1ccc(C)c(C(C)NC(=O)c2ccc(C3SCC(=O)N3Cc3ccccc3)cc2)c1,1762199943
100003741,ioversol,V08AB07,COC1=C(C=C(C=C1)[C@H]2CC(=O)OC3=C2C4=C(C=C3)C(=O)CC5(O4)CCCCC5)OCC(=O)N,COc1ccc(C2CC(=O)Oc3ccc4c(c32)OC2(CCCCC2)CC4=O)cc1OCC(N)=O,1762199944
100003742,ioxaglate,V08AB03,COC1=CC=C(C=C1)[C@@H]2[C@H]([C@]2(C#N)N)S(=O)(=O)C3=CC=CC=C3,COc1ccc(C2C(S(=O)(=O)c3ccccc3)C2(N)C#N)cc1,1762199944
100003743,ioxilan,V08AB12,C1C(=O)N([C@@H](S1)C2=CC=C(C=C2)C(=O)NCCCC3=CC=C(C=C3)F)CC4=CC=CC=C4,O=C(NCCCc1ccc(F)cc1)c1ccc(C2SCC(=O)N2Cc2ccccc2)cc1,1762199945
100003746,ipratropium,R01AX03,C1C(=O)N([C@H](S1)C2=CC=C(C=C2)C(=O)NCCCC3=CC=C(C=C3)F)CC4=CC=CC=C4,O=C(NCCCc1ccc(F)cc1)c1ccc(C2SCC(=O)N2Cc2ccccc2)cc1,1762199945
100003749,irbesartan,C09CA04,CC1=CC=C(C=C1)OCCNC(=O)C2=CC=C(C=C2)[C@H]3N(C(=O)CS3)CC4=CC=CC=C4,Cc1ccc(OCCNC(=O)c2ccc(C3SCC(=O)N3Cc3ccccc3)cc2)cc1,1762199946
100003750,irinotecan,L01XX19,COC1=CC=C(C=C1)/C=C/2\C(=O)C3=C(O2)C4=C(C=C3)OC(=O)C[C@H]4C5=CC6=CC=CC=C6NC5=O,COc1ccc(C=C2Oc3c(ccc4c3C(c3cc5ccccc5[nH]c3=O)CC(=O)O4)C2=O)cc1,1762199947
100003759,isocarboxazid,N06AF01,CN(CCNC(=O)C1=CC=C(C=C1)[C@@H]2N(C(=O)CS2)CC3=CC=CC=C3)C4=CC=CC=C4,CN(CCNC(=O)c1ccc(C2SCC(=O)N2Cc2ccccc2)cc1)c1ccccc1,1762199947
100003763,isoflurane,N01AB06,COCCN(C[C@@H]1CCCO1)C(=O)C2=C(C(=NN2)N)Cl,COCCN(CC1CCCO1)C(=O)c1[nH]nc(N)c1Cl,1762199948
100003767,isoniazid,J04AC01,CC(C)[C@@H](CO)NC(=O)C1=CNC(=O)C2=CC=CC=C21,CC(C)C(CO)NC(=O)c1c[nH]c(=O)c2ccccc12,1762199948
100003777,isopropyl,,CN1CCC(CC1)NC(=O)C2=CC=C(C=C2)[C@H]3N(C(=O)CS3)CC4=CC=CC=C4,CN1CCC(NC(=O)c2ccc(C3SCC(=O)N3Cc3ccccc3)cc2)CC1,1762199949
100003779,isoproterenol,C01CA02,CN1CCC(CC1)NC(=O)C2=CC=C(C=C2)[C@@H]3N(C(=O)CS3)CC4=CC=CC=C4,CN1CCC(NC(=O)c2ccc(C3SCC(=O)N3Cc3ccccc3)cc2)CC1,1762199949
100003780,isosorbide,C01DA08,COC1=CC=C(C=C1)[C@@H]2[C@@H]([C@@H]2S(=O)(=O)C3=CC=CC=C3)C#N,COc1ccc(C2C(C#N)C2S(=O)(=O)c2ccccc2)cc1,1762199950
100003783,isoxsuprine,C04AA01,COC1=CC=CC=C1NC(=O)/C(=C/C2=CC=CO2)/C3=CC=CC=C3,COc1ccccc1NC(=O)C(=Cc1ccco1)c1ccccc1,1762199951
100003784,isradipine,C08CA03,CC1=CC=C(O1)[C@@H](C2=C(N3C(=NC(=N3)C)S2)O)N4C[C@@H]5C[C@H](C4)C6=CC=CC(=O)N6C5,Cc1nc2sc(C(c3ccc(C)o3)N3CC4CC(C3)c3cccc(=O)n3C4)c(O)n2n1,1762199951
100003793,itraconazole,J02AC02,CCOC(=O)C1([C@@H]([C@H]1S(=O)(=O)C2=CC=CC=C2)C3=CC=C(C=C3)OC)C(=O)OCC,CCOC(=O)C1(C(=O)OCC)C(c2ccc(OC)cc2)C1S(=O)(=O)c1ccccc1,1762199952
100003821,ketamine,N01AX03,C1=CC=C(C=C1)/C(=C\C2=CC=CO2)/C(=O)NCCSC3=CC=C(C=C3)Cl,O=C(NCCSc1ccc(Cl)cc1)C(=Cc1ccco1)c1ccccc1,1762199952
100003823,ketoconazole,D01AC08,C1COCCN1CC2=CC(=O)C(=C(O2)[C@@H](CC(=O)N)C3=CC=NC4=CC=CC=C34)O,NC(=O)CC(c1oc(CN2CCOCC2)cc(=O)c1O)c1ccnc2ccccc12,1762199953
100003825,ketoprofen,M01AE03,C1=CC=C(C=C1)CSCCNC(=O)/C(=C/C2=CC=CO2)/C3=CC=CC=C3,O=C(NCCSCc1ccccc1)C(=Cc1ccco1)c1ccccc1,1762199954
100003826,ketorolac,M01AB15,C1COCCN1CC2=CC(=O)C(=C(O2)[C@H](CC(=O)N)C3=CC=NC4=CC=CC=C34)O,NC(=O)CC(c1oc(CN2CCOCC2)cc(=O)c1O)c1ccnc2ccccc12,1762199954
100003827,ketotifen,R06AX17,COC1=CC=C(C=C1)[C@@H]2[C@@H](C2(CN)CN)S(=O)(=O)C3=CC=CC=C3,COc1ccc(C2C(S(=O)(=O)c3ccccc3)C2(CN)CN)cc1,1762199955
100003830,cytokinin,B06AA03,COC1=CC=C(C=C1)[C@H]2[C@@H](C2(CN)CN)S(=O)(=O)C3=CC=CC=C3,COc1ccc(C2C(S(=O)(=O)c3ccccc3)C2(CN)CN)cc1,1762199955
100003848,phenyllactate,,CCN1C=C(C(=O)C2=CC3=C(C=C21)OCO3)C(=O)N4CCCC5=C[C@H]6C[C@@H]([C@H]54)CN7[C@H]6CCCC7,CCn1cc(C(=O)N2CCCC3=CC4CC(CN5CCCCC45)C32)c(=O)c2cc3c(cc21)OCO3,1762199956
100003869,labetalol,C07AG01,COC1=CC=C(C=C1)[C@@H]2[C@H]([C@]2(CN)N)S(=O)(=O)C3=CC=CC=C3,COc1ccc(C2C(S(=O)(=O)c3ccccc3)C2(N)CN)cc1,1762199957
100003872,lactulose,A06AD11,COC1=CC=C(C=C1)[C@H]2[C@H]([C@]2(CN)N)S(=O)(=O)C3=CC=CC=C3,COc1ccc(C2C(S(=O)(=O)c3ccccc3)C2(N)CN)cc1,1762199957
100003877,lamivudine,J05AF05,C1C(CC1O)[C@@H](CC2=CC=CC=N2)NC(=O)CCCN3C=CC=N3,O=C(CCCn1cccn1)NC(Cc1ccccn1)C1CC(O)C1,1762199958
100003878,lamotrigine,N03AX09,COC1=CC(=CC2=C1OCO2)[C@@H](CC(=O)OC)C3=C(C(=O)C=C(O3)CN4C[C@@H]5C[C@H](C4)C6=CC=CC(=O)N6C5)O,COC(=O)CC(c1cc(OC)c2c(c1)OCO2)c1oc(CN2CC3CC(C2)c2cccc(=O)n2C3)cc(=O)c1O,1762199959
100003883,lansoprazole,A02BC03,COC1=C(C=C(C=C1)Cl)NC(=O)/C(=C/C2=CC=CO2)/C3=CC=CC=C3,COc1ccc(Cl)cc1NC(=O)C(=Cc1ccco1)c1ccccc1,1762199959
